model_type,test_set,cs_ratio,atk_mode,atk_iter,atk_alp,atk_elp,smooth,smooth_sample,smooth_std,ord_psnr,atk_psnr,ord_loss,atk_loss,ub_loss,atk_dis,ub_dis,ql,qu
STH,Set11,10,1,10,800.0,7.0,1,100,0.04,27.303133,17.110165,150.91711,1300.5135,1601.9741,0.013732363,0.018578315,0,99
ISTA,Set11,10,1,10,800.0,9.0,0,0,0.0,27.775072,14.827558,139.83571,2214.4985,0.0,0.02679199,0.0,0,0
ADV,Set11,10,1,10,800.0,9.0,0,0,0.0,27.179253,15.377188,157.95818,1955.8749,0.0,0.022372039,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,9.0,0,0,0.0,27.654255,14.574387,142.7737,2341.3174,0.0,0.028278511,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,9.0,0,0,0.0,27.739998,14.740308,140.68468,2249.1145,0.0,0.02718827,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,9.0,0,0,0.0,27.704994,14.6041565,141.66571,2317.0571,0.0,0.028084332,0.0,0,0
smtADV,Set11,10,1,10,800.0,9.0,0,0,0.0,27.161934,15.268137,157.48805,2001.6196,0.0,0.023099465,0.0,0,0
STH,Set11,10,1,10,800.0,9.0,0,0,0.0,27.303133,15.275231,150.91711,2006.4634,0.0,0.023356996,0.0,0,0
ISTA,Set11,10,1,10,800.0,9.0,1,100,0.04,27.775072,15.322808,139.83571,1976.1642,2498.1348,0.023557322,0.031901073,0,99
ADV,Set11,10,1,10,800.0,9.0,1,100,0.04,27.179253,15.843661,157.95818,1751.775,2113.4724,0.01965613,0.025696127,0,99
JCBgma10,Set11,10,1,10,800.0,9.0,1,100,0.04,27.654255,15.045159,142.7737,2100.332,2609.7952,0.024994154,0.033358548,0,99
JCBgma20,Set11,10,1,10,800.0,9.0,1,100,0.04,27.739998,15.237085,140.68468,2006.7772,2485.5667,0.023897666,0.0317782,0,99
JCBgma30,Set11,10,1,10,800.0,9.0,1,100,0.04,27.704994,15.076379,141.66571,2080.2424,2541.129,0.02488327,0.032599147,0,99
smtADV,Set11,10,1,10,800.0,9.0,1,100,0.04,27.161934,15.793099,157.48805,1769.9625,2128.8484,0.020023985,0.02592309,0,99
STH,Set11,10,1,10,800.0,9.0,1,100,0.04,27.303133,15.6822195,150.91711,1825.5402,2144.176,0.02091039,0.0262096,0,99
ISTA,Set11,10,1,10,800.0,12.0,0,0,0.0,27.775072,13.350183,139.83571,3217.1748,0.0,0.041307196,0.0,0,0
ADV,Set11,10,1,10,800.0,12.0,0,0,0.0,27.179253,13.928649,157.95818,2835.2937,0.0,0.034941707,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,12.0,0,0,0.0,27.654255,13.107451,142.7737,3364.0393,0.0,0.04303305,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,12.0,0,0,0.0,27.739998,13.261704,140.68468,3242.4756,0.0,0.041595154,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,12.0,0,0,0.0,27.704994,13.135346,141.66571,3316.7327,0.0,0.042563573,0.0,0,0
smtADV,Set11,10,1,10,800.0,12.0,0,0,0.0,27.161934,13.940192,157.48805,2811.2122,0.0,0.034592476,0.0,0,0
STH,Set11,10,1,10,800.0,12.0,0,0,0.0,27.303133,13.9172325,150.91711,2833.529,0.0,0.03528493,0.0,0,0
ISTA,Set11,10,1,10,800.0,12.0,1,100,0.04,27.775072,13.706298,139.83571,2971.339,3486.5042,0.03788534,0.04657955,0,99
ADV,Set11,10,1,10,800.0,12.0,1,100,0.04,27.179253,14.275256,157.95818,2611.1157,2951.1025,0.03187142,0.038006213,0,99
JCBgma10,Set11,10,1,10,800.0,12.0,1,100,0.04,27.654255,13.440513,142.7737,3120.5046,3625.1682,0.03962117,0.048520185,0,99
JCBgma20,Set11,10,1,10,800.0,12.0,1,100,0.04,27.739998,13.629736,140.68468,2985.836,3442.9897,0.038020965,0.046113823,0,99
JCBgma30,Set11,10,1,10,800.0,12.0,1,100,0.04,27.704994,13.490952,141.66571,3062.1,3497.7124,0.039017066,0.046869215,0,99
smtADV,Set11,10,1,10,800.0,12.0,1,100,0.04,27.161934,14.319714,157.48805,2572.5178,2932.0793,0.031361036,0.037546262,0,99
STH,Set11,10,1,10,800.0,12.0,1,100,0.04,27.303133,14.211852,150.91711,2647.7598,2967.7188,0.032658063,0.03844939,0,99
ISTA,Set11,10,1,10,800.0,15.0,0,0,0.0,27.775072,12.355208,139.83571,4186.895,0.0,0.055702437,0.0,0,0
ADV,Set11,10,1,10,800.0,15.0,0,0,0.0,27.179253,12.941528,157.95818,3686.7532,0.0,0.047482703,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,15.0,0,0,0.0,27.654255,12.169865,142.7737,4305.069,0.0,0.057193484,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,15.0,0,0,0.0,27.739998,12.332355,140.68468,4137.2324,0.0,0.05500896,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,15.0,0,0,0.0,27.704994,12.214593,141.66571,4219.445,0.0,0.0561092,0.0,0,0
smtADV,Set11,10,1,10,800.0,15.0,0,0,0.0,27.161934,13.084733,157.48805,3531.006,0.0,0.045132454,0.0,0,0
STH,Set11,10,1,10,800.0,15.0,0,0,0.0,27.303133,13.146478,150.91711,3502.458,0.0,0.04545839,0.0,0,0
ISTA,Set11,10,1,10,800.0,15.0,1,100,0.04,27.775072,12.630218,139.83571,3949.721,4409.909,0.052322164,0.060795512,0,99
ADV,Set11,10,1,10,800.0,15.0,1,100,0.04,27.179253,13.19393,157.95818,3477.4646,3777.8618,0.04454491,0.050587356,0,99
JCBgma10,Set11,10,1,10,800.0,15.0,1,100,0.04,27.654255,12.443109,142.7737,4056.995,4530.898,0.05357089,0.06280874,0,99
JCBgma20,Set11,10,1,10,800.0,15.0,1,100,0.04,27.739998,12.625523,140.68468,3885.761,4308.1104,0.05143051,0.059634794,0,99
JCBgma30,Set11,10,1,10,800.0,15.0,1,100,0.04,27.704994,12.492362,141.66571,3975.7131,4367.8174,0.05265019,0.060567938,0,99
smtADV,Set11,10,1,10,800.0,15.0,1,100,0.04,27.161934,13.380521,157.48805,3303.4858,3650.343,0.0419819,0.048306275,0,99
STH,Set11,10,1,10,800.0,15.0,1,100,0.04,27.303133,13.37544,150.91711,3330.8062,3633.2393,0.042894058,0.048968945,0,99
ISTA,Set11,10,1,10,800.0,0.1,0,0,0.0,27.775072,27.47815,139.83571,146.76186,0.0,6.6449547e-06,0.0,0,0
ADV,Set11,10,1,10,800.0,0.1,0,0,0.0,27.179253,26.951283,157.95818,163.85703,0.0,3.9038523e-06,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,0.1,0,0,0.0,27.654255,27.364777,142.7737,150.08456,0.0,7.3593033e-06,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,0.1,0,0,0.0,27.739998,27.43667,140.68468,148.06863,0.0,8.022808e-06,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,0.1,0,0,0.0,27.704994,27.386108,141.66571,149.54987,0.0,8.5266865e-06,0.0,0,0
smtADV,Set11,10,1,10,800.0,0.1,0,0,0.0,27.161934,26.915236,157.48805,163.96735,0.0,5.020346e-06,0.0,0,0
STH,Set11,10,1,10,800.0,0.1,0,0,0.0,27.303133,27.054396,150.91711,157.65057,0.0,5.4079383e-06,0.0,0,0
ISTA,Set11,10,1,10,800.0,0.1,1,100,0.04,27.775072,26.96569,139.83571,161.01448,577.5644,0.00017923074,0.0062625776,0,99
ADV,Set11,10,1,10,800.0,0.1,1,100,0.04,27.179253,26.397022,157.95818,181.17862,498.34177,0.00018916758,0.0048820605,0,99
JCBgma10,Set11,10,1,10,800.0,0.1,1,100,0.04,27.654255,26.956804,142.7737,160.77287,595.27826,0.00015048914,0.006597821,0,99
JCBgma20,Set11,10,1,10,800.0,0.1,1,100,0.04,27.739998,27.018438,140.68468,159.41385,591.1768,0.0001527225,0.0065663788,0,99
JCBgma30,Set11,10,1,10,800.0,0.1,1,100,0.04,27.704994,27.01856,141.66571,159.26108,617.60266,0.00015951427,0.00710707,0,99
smtADV,Set11,10,1,10,800.0,0.1,1,100,0.04,27.161934,26.523252,157.48805,176.56766,518.64307,0.00019600581,0.0053442395,0,99
STH,Set11,10,1,10,800.0,0.1,1,100,0.04,27.303133,26.674599,150.91711,167.6227,423.58505,0.00015133509,0.0040149037,0,99
ISTA,Set11,10,1,10,800.0,0.5,0,0,0.0,27.775072,26.214998,139.83571,181.31236,0.0,0.00018337606,0.0,0,0
ADV,Set11,10,1,10,800.0,0.5,0,0,0.0,27.179253,25.98402,157.95818,192.18002,0.0,0.00011527932,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,0.5,0,0,0.0,27.654255,26.14596,142.7737,185.7892,0.0,0.00018155546,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,0.5,0,0,0.0,27.739998,26.169575,140.68468,183.96898,0.0,0.00018916502,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,0.5,0,0,0.0,27.704994,26.053154,141.66571,188.58868,0.0,0.00021822439,0.0,0,0
smtADV,Set11,10,1,10,800.0,0.5,0,0,0.0,27.161934,25.880756,157.48805,195.10834,0.0,0.00014137515,0.0,0,0
STH,Set11,10,1,10,800.0,0.5,0,0,0.0,27.303133,26.010231,150.91711,189.88763,0.0,0.0001550269,0.0,0,0
ISTA,Set11,10,1,10,800.0,0.5,1,100,0.04,27.775072,26.280298,139.83571,183.53253,599.0388,0.00028333443,0.0063685696,0,99
ADV,Set11,10,1,10,800.0,0.5,1,100,0.04,27.179253,25.87849,157.95818,200.85533,517.5404,0.0002643875,0.004965673,0,99
JCBgma10,Set11,10,1,10,800.0,0.5,1,100,0.04,27.654255,26.18676,142.7737,186.02806,621.4162,0.00026634362,0.006731273,0,99
JCBgma20,Set11,10,1,10,800.0,0.5,1,100,0.04,27.739998,26.28913,140.68468,183.09825,613.55133,0.0002599788,0.0066818786,0,99
JCBgma30,Set11,10,1,10,800.0,0.5,1,100,0.04,27.704994,26.216675,141.66571,185.70282,641.7813,0.00028744788,0.0072235153,0,99
smtADV,Set11,10,1,10,800.0,0.5,1,100,0.04,27.161934,25.950268,157.48805,197.11612,536.3671,0.0002701554,0.00539383,0,99
STH,Set11,10,1,10,800.0,0.5,1,100,0.04,27.303133,25.968163,150.91711,192.17871,445.25638,0.00025906664,0.0040931227,0,99
ISTA,Set11,10,1,10,800.0,1.0,0,0,0.0,27.775072,24.716734,139.83571,239.69034,0.0,0.0006832842,0.0,0,0
ADV,Set11,10,1,10,800.0,1.0,0,0,0.0,27.179253,24.78061,157.95818,238.87973,0.0,0.00046354125,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,1.0,0,0,0.0,27.654255,24.655342,142.7737,246.17767,0.0,0.0006990249,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,1.0,0,0,0.0,27.739998,24.630238,140.68468,245.37906,0.0,0.0007252523,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,1.0,0,0,0.0,27.704994,24.48192,141.66571,253.538,0.0,0.00079856534,0.0,0,0
smtADV,Set11,10,1,10,800.0,1.0,0,0,0.0,27.161934,24.601513,157.48805,246.6756,0.0,0.00055065495,0.0,0,0
STH,Set11,10,1,10,800.0,1.0,0,0,0.0,27.303133,24.743702,150.91711,241.09242,0.0,0.0005668444,0.0,0,0
ISTA,Set11,10,1,10,800.0,1.0,1,100,0.04,27.775072,25.315594,139.83571,220.46886,639.4246,0.00056564884,0.006711937,0,99
ADV,Set11,10,1,10,800.0,1.0,1,100,0.04,27.179253,25.132868,157.95818,231.9312,549.5792,0.0004727056,0.005203344,0,99
JCBgma10,Set11,10,1,10,800.0,1.0,1,100,0.04,27.654255,25.104292,142.7737,228.50229,665.0528,0.0006066957,0.0071149007,0,99
JCBgma20,Set11,10,1,10,800.0,1.0,1,100,0.04,27.739998,25.23799,140.68468,224.09175,652.8858,0.00058659265,0.007004811,0,99
JCBgma30,Set11,10,1,10,800.0,1.0,1,100,0.04,27.704994,25.120655,141.66571,228.61632,683.4787,0.0006356893,0.007583193,0,99
smtADV,Set11,10,1,10,800.0,1.0,1,100,0.04,27.161934,25.111536,157.48805,230.91966,569.9223,0.00050284417,0.0056368457,0,99
STH,Set11,10,1,10,800.0,1.0,1,100,0.04,27.303133,25.013374,150.91711,231.49562,484.27957,0.0005551698,0.004390536,0,99
ISTA,Set11,10,1,10,800.0,2.0,0,0,0.0,27.775072,22.31994,139.83571,395.41638,0.0,0.0023603118,0.0,0,0
ADV,Set11,10,1,10,800.0,2.0,0,0,0.0,27.179253,22.69998,157.95818,365.2349,0.0,0.0017121758,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,2.0,0,0,0.0,27.654255,22.225197,142.7737,407.08688,0.0,0.0024275763,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,2.0,0,0,0.0,27.739998,22.187584,140.68468,408.68524,0.0,0.0025221596,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,2.0,0,0,0.0,27.704994,22.040401,141.66571,421.95993,0.0,0.002651483,0.0,0,0
smtADV,Set11,10,1,10,800.0,2.0,0,0,0.0,27.161934,22.412832,157.48805,387.20663,0.0,0.001998937,0.0,0,0
STH,Set11,10,1,10,800.0,2.0,0,0,0.0,27.303133,22.573473,150.91711,377.15918,0.0,0.0019681745,0.0,0,0
ISTA,Set11,10,1,10,800.0,2.0,1,100,0.04,27.775072,23.312525,139.83571,326.8721,754.9955,0.0016368232,0.007966887,0,99
ADV,Set11,10,1,10,800.0,2.0,1,100,0.04,27.179253,23.465027,157.95818,320.7136,646.67505,0.001290061,0.0061783297,0,99
JCBgma10,Set11,10,1,10,800.0,2.0,1,100,0.04,27.654255,22.994164,142.7737,349.00644,790.4137,0.0018460727,0.008461923,0,99
JCBgma20,Set11,10,1,10,800.0,2.0,1,100,0.04,27.739998,23.16075,140.68468,338.30106,771.2578,0.0017776788,0.008306771,0,99
JCBgma30,Set11,10,1,10,800.0,2.0,1,100,0.04,27.704994,22.99336,141.66571,349.01346,805.8494,0.0018866151,0.008895351,0,99
smtADV,Set11,10,1,10,800.0,2.0,1,100,0.04,27.161934,23.341223,157.48805,327.37122,668.7097,0.001414915,0.0066164033,0,99
STH,Set11,10,1,10,800.0,2.0,1,100,0.04,27.303133,23.161125,150.91711,337.59354,593.7547,0.0015973748,0.00550416,0,99
ISTA,Set11,10,1,10,800.0,3.0,0,0,0.0,27.775072,20.562288,139.83571,585.5323,0.0,0.0046675405,0.0,0,0
ADV,Set11,10,1,10,800.0,3.0,0,0,0.0,27.179253,21.034853,157.95818,526.4059,0.0,0.0035384959,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,3.0,0,0,0.0,27.654255,20.40293,142.7737,608.37427,0.0,0.0048351977,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,3.0,0,0,0.0,27.739998,20.417559,140.68468,606.0121,0.0,0.004920296,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,3.0,0,0,0.0,27.704994,20.24851,141.66571,628.2483,0.0,0.0051623923,0.0,0,0
smtADV,Set11,10,1,10,800.0,3.0,0,0,0.0,27.161934,20.718565,157.48805,563.3143,0.0,0.004044396,0.0,0,0
STH,Set11,10,1,10,800.0,3.0,0,0,0.0,27.303133,20.868675,150.91711,547.9088,0.0,0.0039509055,0.0,0,0
ISTA,Set11,10,1,10,800.0,3.0,1,100,0.04,27.775072,21.566732,139.83571,473.24704,916.9524,0.0033501105,0.009962396,0,99
ADV,Set11,10,1,10,800.0,3.0,1,100,0.04,27.179253,21.874422,157.95818,445.94913,781.4462,0.0026508349,0.007735887,0,99
JCBgma10,Set11,10,1,10,800.0,3.0,1,100,0.04,27.654255,21.242523,142.7737,507.31134,956.54065,0.0036810397,0.010462581,0,99
JCBgma20,Set11,10,1,10,800.0,3.0,1,100,0.04,27.739998,21.411741,140.68468,490.47195,930.41754,0.0035628579,0.010263711,0,99
JCBgma30,Set11,10,1,10,800.0,3.0,1,100,0.04,27.704994,21.200655,141.66571,511.68005,973.80273,0.0037995658,0.010927527,0,99
smtADV,Set11,10,1,10,800.0,3.0,1,100,0.04,27.161934,21.707014,157.48805,460.8765,802.66724,0.0028951948,0.008151914,0,99
STH,Set11,10,1,10,800.0,3.0,1,100,0.04,27.303133,21.541954,150.91711,476.6576,740.038,0.0031625314,0.0072073056,0,99
ISTA,Set11,10,1,10,800.0,5.0,0,0,0.0,27.775072,18.040354,139.83571,1042.8333,0.0,0.010589532,0.0,0,0
ADV,Set11,10,1,10,800.0,5.0,0,0,0.0,27.179253,18.559141,157.95818,925.53394,0.0,0.00847789,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,5.0,0,0,0.0,27.654255,17.795069,142.7737,1102.5763,0.0,0.011198329,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,5.0,0,0,0.0,27.739998,17.899664,140.68468,1076.9552,0.0,0.011010062,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,5.0,0,0,0.0,27.704994,17.742046,141.66571,1113.7502,0.0,0.011469525,0.0,0,0
smtADV,Set11,10,1,10,800.0,5.0,0,0,0.0,27.161934,18.305923,157.48805,978.8385,0.0,0.009270848,0.0,0,0
STH,Set11,10,1,10,800.0,5.0,0,0,0.0,27.303133,18.385962,150.91711,964.7426,0.0,0.009203773,0.0,0,0
ISTA,Set11,10,1,10,800.0,5.0,1,100,0.04,27.775072,18.84305,139.83571,869.76215,1346.402,0.0083816135,0.015621214,0,99
ADV,Set11,10,1,10,800.0,5.0,1,100,0.04,27.179253,19.29517,157.95818,785.8562,1138.3458,0.006757548,0.012234702,0,99
JCBgma10,Set11,10,1,10,800.0,5.0,1,100,0.04,27.654255,18.536394,142.7737,931.8279,1401.2704,0.009035267,0.016290016,0,99
JCBgma20,Set11,10,1,10,800.0,5.0,1,100,0.04,27.739998,18.719566,140.68468,894.3547,1347.8741,0.00867559,0.015735097,0,99
JCBgma30,Set11,10,1,10,800.0,5.0,1,100,0.04,27.704994,18.52378,141.66571,932.865,1396.4786,0.009164923,0.016470836,0,99
smtADV,Set11,10,1,10,800.0,5.0,1,100,0.04,27.161934,19.142544,157.48805,811.9857,1163.0466,0.00720441,0.012698686,0,99
STH,Set11,10,1,10,800.0,5.0,1,100,0.04,27.303133,19.005312,150.91711,840.3832,1122.2026,0.0076604113,0.012068216,0,99
ISTA,Set11,10,1,10,800.0,18.0,0,0,0.0,27.775072,11.788227,139.83571,4890.795,0.0,0.0665402,0.0,0,0
ADV,Set11,10,1,10,800.0,18.0,0,0,0.0,27.179253,12.445225,157.95818,4255.2153,0.0,0.056181435,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,18.0,0,0,0.0,27.654255,11.706265,142.7737,4901.872,0.0,0.06655783,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,18.0,0,0,0.0,27.739998,11.850314,140.68468,4720.654,0.0,0.06414711,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,18.0,0,0,0.0,27.704994,11.722882,141.66571,4829.6235,0.0,0.06562924,0.0,0,0
smtADV,Set11,10,1,10,800.0,18.0,0,0,0.0,27.161934,12.74569,157.48805,3908.038,0.0,0.05083758,0.0,0,0
STH,Set11,10,1,10,800.0,18.0,0,0,0.0,27.303133,12.78988,150.91711,3911.2158,0.0,0.052155375,0.0,0,0
ISTA,Set11,10,1,10,800.0,18.0,1,100,0.04,27.775072,12.018271,139.83571,4673.7603,5076.6074,0.063333765,0.071609475,0,99
ADV,Set11,10,1,10,800.0,18.0,1,100,0.04,27.179253,12.654642,157.95818,4063.7576,4329.524,0.05340892,0.059389316,0,99
JCBgma10,Set11,10,1,10,800.0,18.0,1,100,0.04,27.654255,11.922632,142.7737,4697.233,5134.2544,0.06341861,0.072797984,0,99
JCBgma20,Set11,10,1,10,800.0,18.0,1,100,0.04,27.739998,12.101096,140.68468,4486.5728,4883.113,0.060751196,0.069131464,0,99
JCBgma30,Set11,10,1,10,800.0,18.0,1,100,0.04,27.704994,11.9707365,141.66571,4592.0996,4953.016,0.062165108,0.07024125,0,99
smtADV,Set11,10,1,10,800.0,18.0,1,100,0.04,27.161934,13.022372,157.48805,3681.4858,4009.228,0.047647607,0.053949546,0,99
STH,Set11,10,1,10,800.0,18.0,1,100,0.04,27.303133,12.990707,150.91711,3755.7756,4045.954,0.04970375,0.0559909,0,99
ISTA,Set11,10,1,10,800.0,21.0,0,0,0.0,27.775072,11.601857,139.83571,5178.317,0.0,0.0712207,0.0,0,0
ADV,Set11,10,1,10,800.0,21.0,0,0,0.0,27.179253,12.3003845,157.95818,4468.424,0.0,0.059576686,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,21.0,0,0,0.0,27.654255,11.525382,142.7737,5186.006,0.0,0.071253836,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,21.0,0,0,0.0,27.739998,11.692699,140.68468,4959.321,0.0,0.06801614,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,21.0,0,0,0.0,27.704994,11.565353,141.66571,5076.1216,0.0,0.069656916,0.0,0,0
smtADV,Set11,10,1,10,800.0,21.0,0,0,0.0,27.161934,12.699051,157.48805,3973.712,0.0,0.051894203,0.0,0,0
STH,Set11,10,1,10,800.0,21.0,0,0,0.0,27.303133,12.68933,150.91711,4057.6843,0.0,0.054753486,0.0,0,0
ISTA,Set11,10,1,10,800.0,21.0,1,100,0.04,27.775072,11.813636,139.83571,4978.9736,5360.805,0.06816115,0.0764258,0,99
ADV,Set11,10,1,10,800.0,21.0,1,100,0.04,27.179253,12.498305,157.95818,4286.15,4538.538,0.05687646,0.06284925,0,99
JCBgma10,Set11,10,1,10,800.0,21.0,1,100,0.04,27.654255,11.742112,142.7737,4973.5254,5395.6606,0.067902334,0.07743181,0,99
JCBgma20,Set11,10,1,10,800.0,21.0,1,100,0.04,27.739998,11.953476,140.68468,4701.4097,5090.5884,0.064240105,0.07274251,0,99
JCBgma30,Set11,10,1,10,800.0,21.0,1,100,0.04,27.704994,11.799234,141.66571,4846.281,5192.8677,0.06623467,0.07443881,0,99
smtADV,Set11,10,1,10,800.0,21.0,1,100,0.04,27.161934,12.9675255,157.48805,3751.9343,4078.8914,0.048728563,0.055043567,0,99
STH,Set11,10,1,10,800.0,21.0,1,100,0.04,27.303133,12.875833,150.91711,3916.76,4204.9697,0.05246468,0.05885687,0,99
ISTA,Set11,10,1,10,800.0,25.0,0,0,0.0,27.775072,11.580219,139.83571,5217.094,0.0,0.07188573,0.0,0,0
ADV,Set11,10,1,10,800.0,25.0,0,0,0.0,27.179253,12.276809,157.95818,4509.7476,0.0,0.060306717,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,25.0,0,0,0.0,27.654255,11.502547,142.7737,5227.969,0.0,0.07199709,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,25.0,0,0,0.0,27.739998,11.6858225,140.68468,4970.4106,0.0,0.06827514,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,25.0,0,0,0.0,27.704994,11.55771,141.66571,5091.366,0.0,0.06994736,0.0,0,0
smtADV,Set11,10,1,10,800.0,25.0,0,0,0.0,27.161934,12.698008,157.48805,3974.2205,0.0,0.051894497,0.0,0,0
STH,Set11,10,1,10,800.0,25.0,0,0,0.0,27.303133,12.686067,150.91711,4062.2998,0.0,0.054838218,0.0,0,0
ISTA,Set11,10,1,10,800.0,25.0,1,100,0.04,27.775072,11.78942,139.83571,5018.5957,5396.3076,0.06881935,0.07707107,0,99
ADV,Set11,10,1,10,800.0,25.0,1,100,0.04,27.179253,12.471341,157.95818,4330.1826,4579.512,0.057627775,0.063572556,0,99
JCBgma10,Set11,10,1,10,800.0,25.0,1,100,0.04,27.654255,11.7080965,142.7737,5028.559,5446.4536,0.06881962,0.078324854,0,99
JCBgma20,Set11,10,1,10,800.0,25.0,1,100,0.04,27.739998,11.950611,140.68468,4708.418,5099.781,0.064439364,0.07301447,0,99
JCBgma30,Set11,10,1,10,800.0,25.0,1,100,0.04,27.704994,11.78165,141.66571,4875.6196,5220.4434,0.06673633,0.07496077,0,99
smtADV,Set11,10,1,10,800.0,25.0,1,100,0.04,27.161934,12.972091,157.48805,3748.6248,4077.133,0.048688855,0.05503002,0,99
STH,Set11,10,1,10,800.0,25.0,1,100,0.04,27.303133,12.882442,150.91711,3910.361,4198.773,0.052375462,0.058771823,0,99
ISTA,Set11,10,1,10,800.0,30.0,0,0,0.0,27.775072,11.575813,139.83571,5223.7637,0.0,0.07196435,0.0,0,0
ADV,Set11,10,1,10,800.0,30.0,0,0,0.0,27.179253,12.278329,157.95818,4507.9897,0.0,0.0602762,0.0,0,0
JCBgma10,Set11,10,1,10,800.0,30.0,0,0,0.0,27.654255,11.5088005,142.7737,5217.9165,0.0,0.0718461,0.0,0,0
JCBgma20,Set11,10,1,10,800.0,30.0,0,0,0.0,27.739998,11.692954,140.68468,4961.159,0.0,0.06811946,0.0,0,0
JCBgma30,Set11,10,1,10,800.0,30.0,0,0,0.0,27.704994,11.553471,141.66571,5094.5176,0.0,0.06999082,0.0,0,0
smtADV,Set11,10,1,10,800.0,30.0,0,0,0.0,27.161934,12.696075,157.48805,3975.9014,0.0,0.051916484,0.0,0,0
STH,Set11,10,1,10,800.0,30.0,0,0,0.0,27.303133,12.688391,150.91711,4059.621,0.0,0.054795194,0.0,0,0
ISTA,Set11,10,1,10,800.0,30.0,1,100,0.04,27.775072,11.784668,139.83571,5025.1357,5403.975,0.06888959,0.07715569,0,99
ADV,Set11,10,1,10,800.0,30.0,1,100,0.04,27.179253,12.469952,157.95818,4332.338,4582.0576,0.057660982,0.06362094,0,99
